Entry	Gene names	Transmembrane
Q14CX5	MFSD13A C10orf77 TMEM180	TRANSMEM 9 29 Helical. {ECO:0000255}.; TRANSMEM 52 72 Helical. {ECO:0000255}.; TRANSMEM 101 123 Helical. {ECO:0000255}.; TRANSMEM 127 149 Helical. {ECO:0000255}.; TRANSMEM 164 184 Helical. {ECO:0000255}.; TRANSMEM 194 214 Helical. {ECO:0000255}.; TRANSMEM 266 288 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 332 354 Helical. {ECO:0000255}.; TRANSMEM 401 421 Helical. {ECO:0000255}.; TRANSMEM 466 486 Helical. {ECO:0000255}.
Q5SR56	MFSD14B HIATL1	TRANSMEM 50 70 Helical. {ECO:0000255}.; TRANSMEM 83 103 Helical. {ECO:0000255}.; TRANSMEM 112 132 Helical. {ECO:0000255}.; TRANSMEM 135 155 Helical. {ECO:0000255}.; TRANSMEM 169 189 Helical. {ECO:0000255}.; TRANSMEM 197 217 Helical. {ECO:0000255}.; TRANSMEM 256 276 Helical. {ECO:0000255}.; TRANSMEM 282 302 Helical. {ECO:0000255}.; TRANSMEM 320 340 Helical. {ECO:0000255}.; TRANSMEM 342 362 Helical. {ECO:0000255}.; TRANSMEM 388 408 Helical. {ECO:0000255}.; TRANSMEM 429 449 Helical. {ECO:0000255}.
O75121	MFAP3L KIAA0626 HSD-39 HSD39	TRANSMEM 150 172 Helical. {ECO:0000255}.
Q8N468	MFSD4A MFSD4 UNQ3064/PRO9894	TRANSMEM 19 39 Helical. {ECO:0000255}.; TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 82 102 Helical. {ECO:0000255}.; TRANSMEM 107 127 Helical. {ECO:0000255}.; TRANSMEM 139 159 Helical. {ECO:0000255}.; TRANSMEM 221 241 Helical. {ECO:0000255}.; TRANSMEM 307 327 Helical. {ECO:0000255}.; TRANSMEM 347 367 Helical. {ECO:0000255}.; TRANSMEM 376 396 Helical. {ECO:0000255}.; TRANSMEM 400 420 Helical. {ECO:0000255}.; TRANSMEM 438 458 Helical. {ECO:0000255}.; TRANSMEM 466 486 Helical. {ECO:0000255}.
Q8IWA4	MFN1	TRANSMEM 585 605 Helical; Name=1. {ECO:0000255}.; TRANSMEM 609 629 Helical; Name=2. {ECO:0000255}.
O00587	MFNG	TRANSMEM 8 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O43934	MFSD11 ET	TRANSMEM 8 28 Helical. {ECO:0000255}.; TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 74 94 Helical. {ECO:0000255}.; TRANSMEM 96 116 Helical. {ECO:0000255}.; TRANSMEM 138 158 Helical. {ECO:0000255}.; TRANSMEM 170 190 Helical. {ECO:0000255}.; TRANSMEM 239 259 Helical. {ECO:0000255}.; TRANSMEM 277 297 Helical. {ECO:0000255}.; TRANSMEM 309 329 Helical. {ECO:0000255}.; TRANSMEM 359 379 Helical. {ECO:0000255}.; TRANSMEM 385 405 Helical. {ECO:0000255}.; TRANSMEM 410 430 Helical. {ECO:0000255}.
Q6NUT3	MFSD12 C19orf28	TRANSMEM 27 47 Helical. {ECO:0000255}.; TRANSMEM 57 77 Helical. {ECO:0000255}.; TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 125 145 Helical. {ECO:0000255}.; TRANSMEM 171 191 Helical. {ECO:0000255}.; TRANSMEM 219 239 Helical. {ECO:0000255}.; TRANSMEM 280 302 Helical. {ECO:0000255}.; TRANSMEM 311 331 Helical. {ECO:0000255}.; TRANSMEM 348 368 Helical. {ECO:0000255}.; TRANSMEM 369 389 Helical. {ECO:0000255}.; TRANSMEM 403 423 Helical. {ECO:0000255}.; TRANSMEM 447 467 Helical. {ECO:0000255}.
Q8NBP5	MFSD9 PSEC0066	TRANSMEM 45 65 Helical. {ECO:0000255}.; TRANSMEM 80 100 Helical. {ECO:0000255}.; TRANSMEM 116 136 Helical. {ECO:0000255}.; TRANSMEM 167 187 Helical. {ECO:0000255}.; TRANSMEM 197 217 Helical. {ECO:0000255}.; TRANSMEM 288 308 Helical. {ECO:0000255}.; TRANSMEM 323 343 Helical. {ECO:0000255}.; TRANSMEM 359 379 Helical. {ECO:0000255}.; TRANSMEM 436 456 Helical. {ECO:0000255}.
O43451	MGAM MGA MGAML	TRANSMEM 14 34 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q5HYA8	TMEM67 MKS3	TRANSMEM 526 546 Helical. {ECO:0000255}.; TRANSMEM 570 590 Helical. {ECO:0000255}.; TRANSMEM 609 629 Helical. {ECO:0000255}.; TRANSMEM 689 709 Helical. {ECO:0000255}.; TRANSMEM 734 754 Helical. {ECO:0000255}.; TRANSMEM 939 959 Helical. {ECO:0000255}.
Q495T6	MMEL1 MELL1 MMEL2 NEP2	TRANSMEM 28 48 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q6Q8B3	CD200R1L CD200R2	TRANSMEM 240 260 Helical. {ECO:0000255}.
Q13724	MOGS GCS1	TRANSMEM 39 59 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q3SYC2	MOGAT2 DC5 DGAT2L5	TRANSMEM 23 37 Helical. {ECO:0000255}.; TRANSMEM 38 59 Helical. {ECO:0000255}.; TRANSMEM 103 123 Helical. {ECO:0000255}.
Q8NCK7	SLC16A11 MCT11	TRANSMEM 36 56 Helical. {ECO:0000255}.; TRANSMEM 78 98 Helical. {ECO:0000255}.; TRANSMEM 106 126 Helical. {ECO:0000255}.; TRANSMEM 131 151 Helical. {ECO:0000255}.; TRANSMEM 163 183 Helical. {ECO:0000255}.; TRANSMEM 198 218 Helical. {ECO:0000255}.; TRANSMEM 243 263 Helical. {ECO:0000255}.; TRANSMEM 273 293 Helical. {ECO:0000255}.; TRANSMEM 312 332 Helical. {ECO:0000255}.; TRANSMEM 333 353 Helical. {ECO:0000255}.; TRANSMEM 367 389 Helical. {ECO:0000255}.; TRANSMEM 407 427 Helical. {ECO:0000255}.
Q6ZSM3	SLC16A12 MCT12	TRANSMEM 21 43 Helical. {ECO:0000255}.; TRANSMEM 58 78 Helical. {ECO:0000255}.; TRANSMEM 86 106 Helical. {ECO:0000255}.; TRANSMEM 115 135 Helical. {ECO:0000255}.; TRANSMEM 148 168 Helical. {ECO:0000255}.; TRANSMEM 177 197 Helical. {ECO:0000255}.; TRANSMEM 253 273 Helical. {ECO:0000255}.; TRANSMEM 289 309 Helical. {ECO:0000255}.; TRANSMEM 320 340 Helical. {ECO:0000255}.; TRANSMEM 347 367 Helical. {ECO:0000255}.; TRANSMEM 380 400 Helical. {ECO:0000255}.; TRANSMEM 410 430 Helical. {ECO:0000255}.
Q7RTY0	SLC16A13 MCT13	TRANSMEM 11 31 Helical. {ECO:0000255}.; TRANSMEM 52 72 Helical. {ECO:0000255}.; TRANSMEM 81 101 Helical. {ECO:0000255}.; TRANSMEM 106 126 Helical. {ECO:0000255}.; TRANSMEM 139 159 Helical. {ECO:0000255}.; TRANSMEM 169 189 Helical. {ECO:0000255}.; TRANSMEM 221 241 Helical. {ECO:0000255}.; TRANSMEM 252 272 Helical. {ECO:0000255}.; TRANSMEM 283 303 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 338 358 Helical. {ECO:0000255}.; TRANSMEM 374 394 Helical. {ECO:0000255}.
Q7RTX9	SLC16A14 MCT14	TRANSMEM 28 48 Helical. {ECO:0000255}.; TRANSMEM 74 94 Helical. {ECO:0000255}.; TRANSMEM 103 123 Helical. {ECO:0000255}.; TRANSMEM 127 147 Helical. {ECO:0000255}.; TRANSMEM 159 179 Helical. {ECO:0000255}.; TRANSMEM 191 209 Helical. {ECO:0000255}.; TRANSMEM 315 335 Helical. {ECO:0000255}.; TRANSMEM 353 373 Helical. {ECO:0000255}.; TRANSMEM 379 399 Helical. {ECO:0000255}.; TRANSMEM 408 428 Helical. {ECO:0000255}.; TRANSMEM 443 463 Helical. {ECO:0000255}.; TRANSMEM 474 494 Helical. {ECO:0000255}.
P53985	SLC16A1 MCT1	TRANSMEM 16 36 Helical. {ECO:0000255}.; TRANSMEM 60 80 Helical. {ECO:0000255}.; TRANSMEM 87 107 Helical. {ECO:0000255}.; TRANSMEM 112 132 Helical. {ECO:0000255}.; TRANSMEM 144 164 Helical. {ECO:0000255}.; TRANSMEM 167 187 Helical. {ECO:0000255}.; TRANSMEM 263 283 Helical. {ECO:0000255}.; TRANSMEM 299 319 Helical. {ECO:0000255}.; TRANSMEM 329 349 Helical. {ECO:0000255}.; TRANSMEM 354 374 Helical. {ECO:0000255}.; TRANSMEM 390 410 Helical. {ECO:0000255}.; TRANSMEM 423 443 Helical. {ECO:0000255}.
O95907	SLC16A8 MCT3	TRANSMEM 15 35 Helical. {ECO:0000255}.; TRANSMEM 59 79 Helical. {ECO:0000255}.; TRANSMEM 86 106 Helical. {ECO:0000255}.; TRANSMEM 116 136 Helical. {ECO:0000255}.; TRANSMEM 144 164 Helical. {ECO:0000255}.; TRANSMEM 173 193 Helical. {ECO:0000255}.; TRANSMEM 255 275 Helical. {ECO:0000255}.; TRANSMEM 290 310 Helical. {ECO:0000255}.; TRANSMEM 319 335 Helical. {ECO:0000255}.; TRANSMEM 343 363 Helical. {ECO:0000255}.; TRANSMEM 377 397 Helical. {ECO:0000255}.; TRANSMEM 411 431 Helical. {ECO:0000255}.
O15427	SLC16A3 MCT4	TRANSMEM 18 38 Helical. {ECO:0000255}.; TRANSMEM 62 82 Helical. {ECO:0000255}.; TRANSMEM 85 105 Helical. {ECO:0000255}.; TRANSMEM 110 130 Helical. {ECO:0000255}.; TRANSMEM 150 170 Helical. {ECO:0000255}.; TRANSMEM 180 200 Helical. {ECO:0000255}.; TRANSMEM 228 248 Helical. {ECO:0000255}.; TRANSMEM 265 285 Helical. {ECO:0000255}.; TRANSMEM 295 315 Helical. {ECO:0000255}.; TRANSMEM 318 338 Helical. {ECO:0000255}.; TRANSMEM 352 372 Helical. {ECO:0000255}.; TRANSMEM 385 405 Helical. {ECO:0000255}.
Q2QL34	MPV17L	TRANSMEM 17 34 Helical. {ECO:0000255}.; TRANSMEM 51 67 Helical. {ECO:0000255}.; TRANSMEM 91 108 Helical. {ECO:0000255}.; TRANSMEM 151 167 Helical. {ECO:0000255}.
Q96N66	MBOAT7 BB1 LENG4 OACT7	TRANSMEM 9 29 Helical. {ECO:0000255}.; TRANSMEM 44 64 Helical. {ECO:0000255}.; TRANSMEM 74 94 Helical. {ECO:0000255}.; TRANSMEM 197 217 Helical. {ECO:0000255}.; TRANSMEM 247 267 Helical. {ECO:0000255}.; TRANSMEM 355 375 Helical. {ECO:0000255}.; TRANSMEM 429 449 Helical. {ECO:0000255}.
P32245	MC4R	TRANSMEM 44 69 Helical; Name=1. {ECO:0000255}.; TRANSMEM 82 106 Helical; Name=2. {ECO:0000255}.; TRANSMEM 124 145 Helical; Name=3. {ECO:0000255}.; TRANSMEM 166 186 Helical; Name=4. {ECO:0000255}.; TRANSMEM 192 215 Helical; Name=5. {ECO:0000255}.; TRANSMEM 249 271 Helical; Name=6. {ECO:0000255}.; TRANSMEM 281 304 Helical; Name=7. {ECO:0000255}.
Q8N8R3	SLC25A29 C14orf69 ORNT3	TRANSMEM 2 22 Helical; Name=1. {ECO:0000255}.; TRANSMEM 61 81 Helical; Name=2. {ECO:0000255}.; TRANSMEM 96 116 Helical; Name=3. {ECO:0000255}.; TRANSMEM 153 172 Helical; Name=4. {ECO:0000255}.; TRANSMEM 187 207 Helical; Name=5. {ECO:0000255}.; TRANSMEM 255 275 Helical; Name=6. {ECO:0000255}.
Q8TDD5	MCOLN3	TRANSMEM 63 83 Helical. {ECO:0000269|PubMed:29106414}.; TRANSMEM 284 304 Helical. {ECO:0000269|PubMed:29106414}.; TRANSMEM 342 362 Helical. {ECO:0000269|PubMed:29106414}.; TRANSMEM 372 392 Helical. {ECO:0000269|PubMed:29106414}.; TRANSMEM 415 435 Helical. {ECO:0000269|PubMed:29106414}.; TRANSMEM 476 497 Helical. {ECO:0000269|PubMed:29106414}.
P15529	CD46 MCP MIC10	TRANSMEM 344 366 Helical. {ECO:0000255}.
Q7Z7M0	MEGF8 C19orf49 EGFL4 KIAA0817	TRANSMEM 2648 2668 Helical. {ECO:0000255}.
O95140	MFN2 CPRP1 KIAA0214	TRANSMEM 605 625 Helical; Name=1. {ECO:0000255}.; TRANSMEM 627 647 Helical; Name=2. {ECO:0000255}.
Q2M2H8	MGAM2	TRANSMEM 10 30 Helical. {ECO:0000255}.
P26572	MGAT1 GGNT1 GLCT1 GLYT1 MGAT	TRANSMEM 7 29 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q10469	MGAT2	TRANSMEM 10 29 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q99735	MGST2 GST2	TRANSMEM 6 26 Helical. {ECO:0000255}.; TRANSMEM 59 79 Helical. {ECO:0000255}.; TRANSMEM 111 131 Helical. {ECO:0000255}.
O14880	MGST3	TRANSMEM 9 29 Helical. {ECO:0000255}.; TRANSMEM 71 91 Helical. {ECO:0000255}.; TRANSMEM 120 140 Helical. {ECO:0000255}.
Q9UM21	MGAT4A	TRANSMEM 5 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9UQ53	MGAT4B UNQ906/PRO1927	TRANSMEM 8 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8IXI2	RHOT1 ARHT1	TRANSMEM 593 615 Helical; Anchor for type IV membrane protein. {ECO:0000255}.
Q8IXI1	RHOT2 ARHT2 C16orf39	TRANSMEM 593 615 Helical; Anchor for type IV membrane protein. {ECO:0000255}.
A6NI73	LILRA5 ILT11 LILRB7 LIR9	TRANSMEM 269 289 Helical. {ECO:0000255}.
O75022	LILRB3 ILT5 LIR3	TRANSMEM 444 464 Helical. {ECO:0000255}.
Q6UX01	LMBR1L KIAA1174 LIMR UNQ458/PRO783	TRANSMEM 22 42 Helical. {ECO:0000255}.; TRANSMEM 67 87 Helical. {ECO:0000255}.; TRANSMEM 115 135 Helical. {ECO:0000255}.; TRANSMEM 155 175 Helical. {ECO:0000255}.; TRANSMEM 197 217 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 351 371 Helical. {ECO:0000255}.; TRANSMEM 389 409 Helical. {ECO:0000255}.; TRANSMEM 432 452 Helical. {ECO:0000255}.
Q96Q04	LMTK3 KIAA1883 TYKLM3	TRANSMEM 40 60 Helical. {ECO:0000255}.
Q99677	LPAR4 GPR23 LPA4 P2RY9	TRANSMEM 44 64 Helical; Name=1. {ECO:0000255}.; TRANSMEM 74 94 Helical; Name=2. {ECO:0000255}.; TRANSMEM 113 133 Helical; Name=3. {ECO:0000255}.; TRANSMEM 156 176 Helical; Name=4. {ECO:0000255}.; TRANSMEM 204 224 Helical; Name=5. {ECO:0000255}.; TRANSMEM 255 275 Helical; Name=6. {ECO:0000255}.; TRANSMEM 295 315 Helical; Name=7. {ECO:0000255}.
Q16873	LTC4S	TRANSMEM 7 27 Helical.; TRANSMEM 49 69 Helical.; TRANSMEM 74 94 Helical.; TRANSMEM 105 124 Helical.
P29376	LTK TYK1	TRANSMEM 425 449 Helical. {ECO:0000255}.
Q6P1Q0	LETMD1	TRANSMEM 138 158 Helical. {ECO:0000255}.
Q9P0N8	MARCH2 RNF172 HSPC240	TRANSMEM 138 158 Helical. {ECO:0000255}.; TRANSMEM 175 195 Helical. {ECO:0000255}.
O60337	MARCH6 KIAA0597 RNF176 TEB4	TRANSMEM 92 112 Helical. {ECO:0000255}.; TRANSMEM 143 163 Helical. {ECO:0000255}.; TRANSMEM 284 304 Helical. {ECO:0000255}.; TRANSMEM 337 357 Helical. {ECO:0000255}.; TRANSMEM 377 397 Helical. {ECO:0000255}.; TRANSMEM 422 442 Helical. {ECO:0000255}.; TRANSMEM 481 501 Helical. {ECO:0000255}.; TRANSMEM 520 540 Helical. {ECO:0000255}.; TRANSMEM 633 653 Helical. {ECO:0000255}.; TRANSMEM 679 699 Helical. {ECO:0000255}.; TRANSMEM 722 742 Helical. {ECO:0000255}.; TRANSMEM 765 785 Helical. {ECO:0000255}.; TRANSMEM 816 836 Helical. {ECO:0000255}.; TRANSMEM 849 869 Helical. {ECO:0000255}.
Q7Z434	MAVS IPS1 KIAA1271 VISA	TRANSMEM 514 534 Helical. {ECO:0000255}.
Q969V1	MCHR2 GPR145 SLT	TRANSMEM 40 60 Helical; Name=1. {ECO:0000255}.; TRANSMEM 70 90 Helical; Name=2. {ECO:0000255}.; TRANSMEM 105 129 Helical; Name=3. {ECO:0000255}.; TRANSMEM 155 175 Helical; Name=4. {ECO:0000255}.; TRANSMEM 201 221 Helical; Name=5. {ECO:0000255}.; TRANSMEM 253 273 Helical; Name=6. {ECO:0000255}.; TRANSMEM 289 309 Helical; Name=7. {ECO:0000255}.
Q07820	MCL1 BCL2L3	TRANSMEM 328 348 Helical. {ECO:0000255}.
Q96KG7	MEGF10 KIAA1780	TRANSMEM 858 878 Helical. {ECO:0000255}.
A6BM72	MEGF11 KIAA1781 UNQ1949/PRO4432	TRANSMEM 849 869 Helical. {ECO:0000255}.
P08581	MET	TRANSMEM 933 955 Helical. {ECO:0000255}.
P10620	MGST1 GST12 MGST	TRANSMEM 10 33 Helical. {ECO:0000250}.; TRANSMEM 63 96 Helical. {ECO:0000250}.; TRANSMEM 100 123 Helical. {ECO:0000250}.; TRANSMEM 129 148 Helical. {ECO:0000250}.
A6NG13	MGAT4D	TRANSMEM 6 26 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q09328	MGAT5 GGNT5	TRANSMEM 14 30 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q3V5L5	MGAT5B KIAA2008	TRANSMEM 25 45 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9H9K5	ERVMER34-1 HEMO LP9056	TRANSMEM 489 509 Helical. {ECO:0000255}.
Q96MC6	MFSD14A HIAT1	TRANSMEM 41 61 Helical; Name=1. {ECO:0000255}.; TRANSMEM 75 95 Helical; Name=2. {ECO:0000255}.; TRANSMEM 104 124 Helical; Name=3. {ECO:0000255}.; TRANSMEM 127 147 Helical; Name=4. {ECO:0000255}.; TRANSMEM 161 181 Helical; Name=5. {ECO:0000255}.; TRANSMEM 189 209 Helical; Name=6. {ECO:0000255}.; TRANSMEM 244 264 Helical; Name=7. {ECO:0000255}.; TRANSMEM 285 305 Helical; Name=8. {ECO:0000255}.; TRANSMEM 314 334 Helical; Name=9. {ECO:0000255}.; TRANSMEM 338 358 Helical; Name=10. {ECO:0000255}.; TRANSMEM 380 400 Helical; Name=11. {ECO:0000255}.; TRANSMEM 428 448 Helical; Name=12. {ECO:0000255}.
Q5VZR4	MFSD14C HIATL2	TRANSMEM 50 70 Helical. {ECO:0000255}.; TRANSMEM 83 103 Helical. {ECO:0000255}.; TRANSMEM 112 132 Helical. {ECO:0000255}.
P55082	MFAP3	TRANSMEM 148 170 Helical. {ECO:0000255}.
Q9GZY8	MFF C2orf33 AD030 AD033 GL004	TRANSMEM 323 340 Helical; Anchor for type IV membrane protein. {ECO:0000255}.
Q9H2D1	SLC25A32 MFT MFTC	TRANSMEM 26 43 Helical; Name=1. {ECO:0000255}.; TRANSMEM 89 106 Helical; Name=2. {ECO:0000255}.; TRANSMEM 123 143 Helical; Name=3. {ECO:0000255}.; TRANSMEM 186 203 Helical; Name=4. {ECO:0000255}.; TRANSMEM 227 243 Helical; Name=5. {ECO:0000255}.; TRANSMEM 281 300 Helical; Name=6. {ECO:0000255}.
Q09327	MGAT3 GGNT3	TRANSMEM 8 23 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9NQG6	MIEF1 MID51 SMCR7L	TRANSMEM 24 46 Helical. {ECO:0000255}.
O75900	MMP23A MMP21; MMP23B MMP21 MMP22	TRANSMEM 20 40 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9Y5R2	MMP24 MT5MMP	TRANSMEM 603 623 Helical. {ECO:0000255}.
Q8TD46	CD200R1 CD200R CRTR2 MOX2R OX2R UNQ2522/PRO6015	TRANSMEM 244 264 Helical. {ECO:0000255}.
Q96JA4	MS4A14 MS4A13 MS4A16	TRANSMEM 50 70 Helical. {ECO:0000255}.; TRANSMEM 76 96 Helical. {ECO:0000255}.; TRANSMEM 110 130 Helical. {ECO:0000255}.; TRANSMEM 141 161 Helical. {ECO:0000255}.
Q8N5U1	MS4A15	TRANSMEM 73 93 Helical. {ECO:0000255}.; TRANSMEM 100 120 Helical. {ECO:0000255}.; TRANSMEM 144 164 Helical. {ECO:0000255}.; TRANSMEM 173 193 Helical. {ECO:0000255}.
Q96PG1	MS4A4E	TRANSMEM 52 72 Helical. {ECO:0000255}.; TRANSMEM 76 96 Helical. {ECO:0000255}.
Q9H2W1	MS4A6A 4SPAN3 CD20L3 MS4A6 CDA01 MSTP090	TRANSMEM 47 67 Helical. {ECO:0000255}.; TRANSMEM 85 105 Helical. {ECO:0000255}.; TRANSMEM 117 137 Helical. {ECO:0000255}.; TRANSMEM 186 206 Helical. {ECO:0000255}.
Q96DS6	MS4A6E	TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 121 141 Helical. {ECO:0000255}.
Q9BY19	MS4A8 4SPAN4 MS4A8B	TRANSMEM 75 95 Helical. {ECO:0000255}.; TRANSMEM 99 119 Helical. {ECO:0000255}.; TRANSMEM 137 157 Helical. {ECO:0000255}.; TRANSMEM 181 201 Helical. {ECO:0000255}.
P49641	MAN2A2 MANA2X	TRANSMEM 6 26 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q3KP22	MAJIN C11orf85	TRANSMEM 152 170 Helical. {ECO:0000255}.
Q969L2	MAL2	TRANSMEM 35 55 Helical. {ECO:0000255}.; TRANSMEM 67 87 Helical. {ECO:0000255}.; TRANSMEM 103 123 Helical. {ECO:0000255}.; TRANSMEM 150 170 Helical. {ECO:0000255}.
Q13021	MALL BENE	TRANSMEM 22 42 Helical. {ECO:0000255}.; TRANSMEM 59 79 Helical. {ECO:0000255}.; TRANSMEM 97 117 Helical. {ECO:0000255}.; TRANSMEM 131 151 Helical. {ECO:0000255}.
Q5VYJ5	MALRD1 C10orf112 DIET1	TRANSMEM 2077 2097 Helical. {ECO:0000255}.
Q9Y2U8	LEMD3 MAN1	TRANSMEM 475 495 Helical. {ECO:0000255}.; TRANSMEM 628 648 Helical. {ECO:0000255}.
Q9NQG1	MANBAL	TRANSMEM 24 44 Helical. {ECO:0000255}.
Q5SRI9	MANEA	TRANSMEM 9 29 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q5VSG8	MANEAL	TRANSMEM 9 29 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q5VT66	MARC1 MOSC1	TRANSMEM 21 40 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9UEW3	MARCO SCARA2	TRANSMEM 44 64 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8TCQ1	MARCH1 RNF171	TRANSMEM 155 175 Helical. {ECO:0000255}.; TRANSMEM 197 217 Helical. {ECO:0000255}.
Q86YJ5	MARCH9 RNF179	TRANSMEM 185 205 Helical. {ECO:0000255}.; TRANSMEM 219 239 Helical. {ECO:0000255}.
P35410	MAS1L MRG	TRANSMEM 78 101 Helical; Name=1. {ECO:0000255}.; TRANSMEM 110 136 Helical; Name=2. {ECO:0000255}.; TRANSMEM 155 169 Helical; Name=3. {ECO:0000255}.; TRANSMEM 192 207 Helical; Name=4. {ECO:0000255}.; TRANSMEM 222 248 Helical; Name=5. {ECO:0000255}.; TRANSMEM 265 286 Helical; Name=6. {ECO:0000255}.; TRANSMEM 298 317 Helical; Name=7. {ECO:0000255}.
P04201	MAS1 MAS	TRANSMEM 37 61 Helical; Name=1. {ECO:0000255}.; TRANSMEM 66 86 Helical; Name=2. {ECO:0000255}.; TRANSMEM 105 128 Helical; Name=3. {ECO:0000255}.; TRANSMEM 150 172 Helical; Name=4. {ECO:0000255}.; TRANSMEM 186 206 Helical; Name=5. {ECO:0000255}.; TRANSMEM 225 245 Helical; Name=6. {ECO:0000255}.; TRANSMEM 264 284 Helical; Name=7. {ECO:0000255}.
Q6P1A2	LPCAT3 MBOAT5 OACT5	TRANSMEM 44 64 Helical. {ECO:0000255}.; TRANSMEM 84 104 Helical. {ECO:0000255}.; TRANSMEM 111 131 Helical. {ECO:0000255}.; TRANSMEM 180 200 Helical. {ECO:0000255}.; TRANSMEM 227 247 Helical. {ECO:0000255}.; TRANSMEM 285 305 Helical. {ECO:0000255}.; TRANSMEM 364 384 Helical. {ECO:0000255}.; TRANSMEM 422 442 Helical. {ECO:0000255}.; TRANSMEM 453 473 Helical. {ECO:0000255}.
Q4ZIN3	TMEM259 C19orf6	TRANSMEM 70 90 Helical. {ECO:0000255}.; TRANSMEM 302 322 Helical. {ECO:0000255}.; TRANSMEM 346 366 Helical. {ECO:0000255}.; TRANSMEM 426 446 Helical. {ECO:0000255}.
Q14703	MBTPS1 KIAA0091 S1P SKI1	TRANSMEM 999 1021 Helical. {ECO:0000255}.
O43462	MBTPS2 S2P	TRANSMEM 4 24 Helical. {ECO:0000255}.; TRANSMEM 75 95 Helical. {ECO:0000255}.; TRANSMEM 96 107 Helical. {ECO:0000255}.; TRANSMEM 145 169 Helical. {ECO:0000255}.; TRANSMEM 174 186 Helical. {ECO:0000255}.; TRANSMEM 187 209 Helical. {ECO:0000255}.; TRANSMEM 229 251 Helical. {ECO:0000255}.; TRANSMEM 447 464 Helical. {ECO:0000255}.; TRANSMEM 465 476 Helical. {ECO:0000255}.; TRANSMEM 493 513 Helical. {ECO:0000255}.
Q6DN14	MCTP1	TRANSMEM 811 831 Helical. {ECO:0000255}.; TRANSMEM 914 934 Helical. {ECO:0000255}.
Q6DN12	MCTP2	TRANSMEM 697 717 Helical. {ECO:0000255}.; TRANSMEM 802 822 Helical. {ECO:0000255}.
P08183	ABCB1 MDR1 PGY1	TRANSMEM 45 67 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 117 137 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 187 208 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 216 236 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 293 316 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 331 352 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 712 732 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 757 777 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 833 853 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 855 874 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 935 957 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 974 995 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.
Q9H1U4	MEGF9 EGFL5 KIAA0818 UNQ671/PRO1305	TRANSMEM 515 535 Helical. {ECO:0000255}.
Q7Z3D4	LYSMD3	TRANSMEM 218 238 Helical. {ECO:0000255}.
Q9H0U3	MAGT1 IAG2 PSEC0084 UNQ628/PRO1244	TRANSMEM 185 205 Helical. {ECO:0000255}.; TRANSMEM 210 230 Helical. {ECO:0000255}.; TRANSMEM 271 291 Helical. {ECO:0000255}.; TRANSMEM 301 321 Helical. {ECO:0000255}.
P20916	MAG GMA	TRANSMEM 517 536 Helical. {ECO:0000255}.
